OID_,POINTID,GRID_CODE
1658,1658,36
1659,1659,36
1660,1660,36
1661,1661,36
1662,1662,36
1663,1663,36
1707,1707,36
1749,1749,36
1750,1750,36
1751,1751,36
1752,1752,36
1753,1753,36
1754,1754,36
1755,1755,36
1756,1756,36
1757,1757,36
1850,1850,36
1851,1851,36
1852,1852,36
1853,1853,36
1854,1854,36
1855,1855,36
1949,1949,36
1950,1950,36
1951,1951,36
1952,1952,36
1953,1953,36
1954,1954,36
1955,1955,36
2059,2059,36
2060,2060,36
2061,2061,36
2062,2062,36
2063,2063,36
2064,2064,36
2065,2065,36
2066,2066,36
2181,2181,36
2182,2182,36
2183,2183,36
2184,2184,36
2185,2185,36
2186,2186,36
2187,2187,36
2188,2188,36
2189,2189,36
2197,2197,36
2299,2299,36
2300,2300,36
2301,2301,36
2302,2302,36
2303,2303,36
2304,2304,36
