OID_,pointid,grid_code
2437,2437,41
2805,2805,41
2939,2939,41
3206,3206,41
3207,3207,41
3340,3340,41
3341,3341,41
3342,3342,41
3475,3475,41
3476,3476,41
3478,3478,41
3514,3514,41
5555,5555,41
1884,1884,41
5425,5425,41
531,531,41
5088,5088,41
3885,3885,41
4020,4020,41
1453,1453,41
4367,4367,41
4889,4889,41
2640,2640,41
4542,4542,41
4674,4674,41
7314,7314,41
3361,3361,41
4103,4103,41
4748,4748,41
5650,5650,41
5886,5886,41
6962,6962,41
532,532,41
178,178,41
211,211,41
289,289,41
290,290,41
325,325,41
326,326,41
376,376,41
377,377,41
436,436,41
438,438,41
1487,1487,41
1587,1587,41
1672,1672,41
1768,1768,41
2067,2067,41
2078,2078,41
2322,2322,41
2446,2446,41
2938,2938,41
3072,3072,41
3474,3474,41
3477,3477,41
3479,3479,41
3480,3480,41
5823,5823,41
5938,5938,41
6053,6053,41
7136,7136,41
1886,1886,41
4227,4227,41
4441,4441,41
3749,3749,41
1369,1369,41
7045,7045,41
4084,4084,41
2511,2511,41
4927,4927,41
5301,5301,41
7753,7753,41
7589,7589,41
464,464,41
253,253,41
324,324,41
437,437,41
1499,1499,41
1576,1576,41
1866,1866,41
1965,1965,41
2189,2189,41
2190,2190,41
2191,2191,41
2203,2203,41
2311,2311,41
3071,3071,41
3205,3205,41
3339,3339,41
3473,3473,41
3614,3614,41
4171,4171,41
4301,4301,41
5939,5939,41
5940,5940,41
6054,6054,41
6055,6055,41
6169,6169,41
6263,6263,41
4086,4086,41
7705,7705,41
4362,4362,41
4541,4541,41
2459,2459,41
3884,3884,41
4019,4019,41
4431,4431,41
7704,7704,41
7740,7740,41
7786,7786,41
7787,7787,41
7826,7826,41
7827,7827,41
4495,4495,41
672,672,41
250,250,41
2550,2550,41
5005,5005,41
147,147,41
288,288,41
1319,1319,41
1399,1399,41
1400,1400,41
1673,1673,41
1769,1769,41
1956,1956,41
2066,2066,41
2188,2188,41
2302,2302,41
2303,2303,41
2307,2307,41
2308,2308,41
2316,2316,41
2937,2937,41
3609,3609,41
3610,3610,41
3612,3612,41
3613,3613,41
4303,4303,41
6056,6056,41
6350,6350,41
4163,4163,41
7106,7106,41
7197,7197,41
7132,7132,41
4480,4480,41
5535,5535,41
5741,5741,41
5427,5427,41
5221,5221,41
2821,2821,41
901,901,41
1008,1008,41
3632,3632,41
4481,4481,41
4438,4438,41
2765,2765,41
2957,2957,41
3492,3492,41
4134,4134,41
6863,6863,41
667,667,41
5062,5062,41
246,246,40
321,321,40
323,323,40
1333,1333,40
1398,1398,40
1401,1401,40
1482,1482,40
1483,1483,40
1674,1674,40
1955,1955,40
2062,2062,40
2064,2064,40
2065,2065,40
2184,2184,40
2185,2185,40
2186,2186,40
2187,2187,40
2301,2301,40
2309,2309,40
2429,2429,40
2430,2430,40
3607,3607,40
3608,3608,40
3611,3611,40
3748,3748,40
6170,6170,40
6264,6264,40
1367,1367,40
1368,1368,40
1452,1452,40
1538,1538,40
2874,2874,40
7754,7754,40
35,35,40
214,214,40
4083,4083,40
4543,4543,40
7752,7752,40
7018,7018,40
1883,1883,40
7400,7400,40
2507,2507,40
3157,3157,40
3159,3159,40
3268,3268,40
3466,3466,40
3761,3761,40
179,179,40
212,212,40
287,287,40
322,322,40
1317,1317,40
1318,1318,40
1484,1484,40
1569,1569,40
1570,1570,40
1571,1571,40
1770,1770,40
1852,1852,40
1853,1853,40
1854,1854,40
1855,1855,40
1856,1856,40
1951,1951,40
1952,1952,40
1953,1953,40
1954,1954,40
2061,2061,40
2063,2063,40
2420,2420,40
2421,2421,40
3743,3743,40
3744,3744,40
3746,3746,40
3747,3747,40
4839,4839,40
6351,6351,40
6435,6435,40
634,634,40
3641,3641,40
3362,3362,40
3774,3774,40
2694,2694,40
86,86,40
4621,4621,40
5095,5095,40
7392,7392,40
7014,7014,40
7015,7015,40
7016,7016,40
2261,2261,40
2752,2752,40
2959,2959,40
3022,3022,40
3133,3133,40
3151,3151,40
3536,3536,40
3731,3731,40
3868,3868,40
4132,4132,40
3229,3229,40
283,283,40
1113,1113,40
1184,1184,40
1185,1185,40
1186,1186,40
1256,1256,40
1257,1257,40
1260,1260,40
1397,1397,40
1481,1481,40
1485,1485,40
1572,1572,40
1573,1573,40
1658,1658,40
1659,1659,40
1660,1660,40
1661,1661,40
1662,1662,40
1663,1663,40
1752,1752,40
1753,1753,40
1754,1754,40
1755,1755,40
1756,1756,40
1757,1757,40
1758,1758,40
1850,1850,40
1851,1851,40
1867,1867,40
1950,1950,40
1966,1966,40
2059,2059,40
2060,2060,40
2181,2181,40
2182,2182,40
2183,2183,40
2299,2299,40
2300,2300,40
2419,2419,40
2542,2542,40
2802,2802,40
3742,3742,40
3745,3745,40
3882,3882,40
3883,3883,40
4168,4168,40
6265,6265,40
6143,6143,40
3562,3562,40
6796,6796,40
496,496,40
497,497,40
399,399,40
1451,1451,40
1537,1537,40
1626,1626,40
2259,2259,40
2879,2879,40
2883,2883,40
2894,2894,40
3533,3533,40
1476,1476,40
1477,1477,40
1480,1480,40
1486,1486,40
1565,1565,40
1568,1568,40
1574,1574,40
1657,1657,40
1751,1751,40
1949,1949,40
2079,2079,40
2541,2541,40
3878,3878,40
3879,3879,40
3880,3880,40
3881,3881,40
4018,4018,40
6352,6352,40
6436,6436,40
4626,4626,40
6939,6939,40
6940,6940,40
6941,6941,40
3507,3507,40
5083,5083,40
2625,2625,40
4670,4670,40
4757,4757,40
4837,4837,40
5744,5744,40
4348,4348,40
8054,8054,40
2580,2580,40
2896,2896,40
3000,3000,40
3131,3131,40
3148,3148,40
3270,3270,40
3296,3296,40
4929,4929,40
4024,4024,40
180,180,40
286,286,40
1242,1242,40
1316,1316,40
1394,1394,40
1395,1395,40
1396,1396,40
1478,1478,40
1479,1479,40
1561,1561,40
1562,1562,40
1563,1563,40
1564,1564,40
1567,1567,40
1575,1575,40
1656,1656,40
1750,1750,40
1868,1868,40
2431,2431,40
2664,2664,40
3515,3515,40
4016,4016,40
4017,4017,40
4605,4605,40
6519,6519,40
6764,6764,39
6841,6841,39
6842,6842,39
6927,6927,39
6928,6928,39
7028,7028,39
7029,7029,39
7120,7120,39
5307,5307,39
4356,4356,39
5380,5380,39
2903,2903,39
3002,3002,39
3033,3033,39
3168,3168,39
3301,3301,39
3436,3436,39
3569,3569,39
3573,3573,39
3840,3840,39
4105,4105,39
4108,4108,39
4374,4374,39
4764,4764,39
4878,4878,39
4896,4896,39
5020,5020,39
5261,5261,39
5275,5275,39
5276,5276,39
5395,5395,39
5764,5764,39
5996,5996,39
6001,6001,39
6114,6114,39
6116,6116,39
941,941,39
82,82,39
1566,1566,39
1749,1749,39
4014,4014,39
4015,4015,39
4474,4474,39
6091,6091,39
6601,6601,39
6926,6926,39
5627,5627,39
7141,7141,39
498,498,39
3065,3065,39
3768,3768,39
213,213,39
247,247,39
284,284,39
285,285,39
1689,1689,39
1690,1690,39
1787,1787,39
1967,1967,39
2553,2553,39
2676,2676,39
3741,3741,39
3876,3876,39
3877,3877,39
4150,4150,39
5658,5658,39
5976,5976,39
6092,6092,39
6687,6687,39
4296,4296,39
463,463,39
923,923,39
990,990,39
991,991,39
1450,1450,39
1536,1536,39
1620,1620,39
1621,1621,39
1625,1625,39
1708,1708,39
8017,8017,39
8048,8048,39
8049,8049,39
8052,8052,39
8053,8053,39
8079,8079,39
8080,8080,39
8082,8082,39
8083,8083,39
8084,8084,39
8107,8107,39
8108,8108,39
8109,8109,39
8110,8110,39
8111,8111,39
8135,8135,39
8136,8136,39
8137,8137,39
8138,8138,39
8162,8162,39
8163,8163,39
8164,8164,39
8180,8180,39
8181,8181,39
8182,8182,39
8199,8199,39
8200,8200,39
8201,8201,39
8219,8219,39
8220,8220,39
8239,8239,39
8240,8240,39
8252,8252,39
8253,8253,39
8254,8254,39
8255,8255,39
8256,8256,39
8257,8257,39
